split,image,pair_idx,panel_box,balloon_box,IoU,containment(panel->balloon),containment(balloon->panel)
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p026.png,6,"[235.6,2811.1,2753.3,3722.2]","[1988.9,2808.9,2504.4,3057.8]",0.055,0.991,0.055
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p027.png,0,"[246.6,256.3,2763.8,1297.7]","[248.0,486.0,820.0,970.0]",0.106,1.000,0.106
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p027.png,1,"[246.0,1350.0,1104.0,2508.0]","[246.0,1350.0,594.0,1952.0]",0.211,1.000,0.211
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p027.png,2,"[1146.0,1352.0,1912.0,2510.0]","[1146.0,1352.0,1622.0,1720.0]",0.197,1.000,0.197
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p027.png,3,"[1954.0,1352.0,2764.0,2512.0]","[1954.0,1868.0,2460.0,2252.0]",0.207,1.000,0.207
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p027.png,4,"[1954.0,1352.0,2764.0,2512.0]","[2410.0,2168.0,2766.0,2514.0]",0.129,0.989,0.130
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p027.png,5,"[246.0,2560.0,1446.0,3720.0]","[262.0,2734.0,858.0,3078.0]",0.147,1.000,0.147
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p027.png,6,"[1490.0,2560.0,2768.0,3722.0]","[1984.0,2560.0,2652.0,2800.0]",0.108,1.000,0.108
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p028.png,0,"[232.0,256.0,2760.0,1264.0]","[678.0,330.0,1190.0,778.0]",0.090,1.000,0.090
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p028.png,1,"[230.0,1298.0,1030.0,2618.0]","[292.0,1302.0,938.0,1728.0]",0.261,1.000,0.261
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p028.png,2,"[1068.0,1302.0,1864.0,2620.0]","[1064.0,1302.0,1386.0,1754.0]",0.137,0.988,0.137
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p028.png,3,"[1068.0,1302.0,1864.0,2620.0]","[1426.0,1304.0,1864.0,1772.0]",0.195,1.000,0.195
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p028.png,4,"[1910.0,2010.0,2760.0,2622.0]","[1904.0,2114.0,2184.0,2458.0]",0.180,0.979,0.181
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p028.png,5,"[230.0,2656.0,1828.0,3722.0]","[350.0,2654.0,1258.0,3220.0]",0.300,0.996,0.301
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p028.png,6,"[1874.0,2654.0,2754.0,3720.0]","[1872.0,2652.0,2296.0,3040.0]",0.173,0.990,0.174
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p028.png,7,"[1874.0,2654.0,2754.0,3720.0]","[2370.0,2656.0,2754.0,3068.0]",0.169,1.000,0.169
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p029.png,0,"[252.0,256.0,2758.0,1006.0]","[810.0,254.0,1564.0,586.0]",0.132,0.994,0.132
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p029.png,1,"[252.0,256.0,2758.0,1006.0]","[1602.0,260.0,1836.0,566.0]",0.038,1.000,0.038
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p029.png,2,"[260.0,1050.0,1396.0,1942.0]","[258.0,1044.0,720.0,1362.0]",0.141,0.977,0.142
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p029.png,3,"[260.0,1050.0,1396.0,1942.0]","[674.0,1192.0,1046.0,1462.0]",0.099,1.000,0.099
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p029.png,4,"[1440.0,1034.0,2758.0,1944.0]","[1436.0,1034.0,2478.0,1362.0]",0.284,0.996,0.284
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p029.png,5,"[1440.0,1034.0,2758.0,1944.0]","[1628.0,1596.0,2440.0,1944.0]",0.236,1.000,0.236
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p029.png,6,"[1502.0,1974.0,2760.0,2722.0]","[2362.0,2142.0,2760.0,2598.0]",0.193,1.000,0.193
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p029.png,7,"[252.0,2768.0,2760.0,3728.0]","[1214.0,2766.0,2758.0,2916.0]",0.095,0.987,0.095
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p029.png,8,"[252.0,2768.0,2760.0,3728.0]","[1458.0,2928.0,2758.0,3152.0]",0.121,1.000,0.121
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p029.png,9,"[252.0,2768.0,2760.0,3728.0]","[1372.0,3168.0,2762.0,3414.0]",0.142,0.999,0.142
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p029.png,10,"[252.0,2768.0,2760.0,3728.0]","[1420.0,3438.0,2756.0,3702.0]",0.146,1.000,0.146
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p032.png,0,"[231.7,1756.7,1456.7,2528.3]","[851.7,1831.7,1421.7,2265.0]",0.261,1.000,0.261
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p032.png,1,"[1501.7,1755.0,2756.7,2533.3]","[1501.7,1753.3,2386.7,2051.7]",0.268,0.994,0.269
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p032.png,2,"[230.0,2583.3,840.0,3723.3]","[486.7,2583.3,801.7,2833.3]",0.113,1.000,0.113
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p032.png,3,"[886.7,2583.3,2755.0,3723.3]","[1508.3,2581.7,2175.0,2853.3]",0.084,0.994,0.085
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p032.png,4,"[886.7,2583.3,2755.0,3723.3]","[2351.7,2580.0,2671.7,2890.0]",0.046,0.989,0.046
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p034.png,0,"[246.7,258.3,1351.7,1688.3]","[295.0,306.7,1128.3,610.0]",0.160,1.000,0.160
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p034.png,1,"[1396.7,255.0,2745.0,1691.7]","[2290.0,311.7,2743.3,841.7]",0.124,1.000,0.124
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p034.png,2,"[240.0,1731.7,1053.3,3720.0]","[265.0,1976.7,1006.7,2236.7]",0.119,1.000,0.119
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p034.png,3,"[1101.7,1733.3,1880.0,3725.0]","[1148.3,2115.0,1816.7,2361.7]",0.106,1.000,0.106
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p034.png,4,"[1101.7,1733.3,1880.0,3725.0]","[1218.3,2413.3,1848.3,2696.7]",0.115,1.000,0.115
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p034.png,5,"[1101.7,1733.3,1880.0,3725.0]","[1243.3,2723.3,1820.0,2913.3]",0.071,1.000,0.071
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p034.png,6,"[1918.3,1731.7,2741.7,3720.0]","[1918.3,1898.3,2740.0,2148.3]",0.125,1.000,0.125
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p035.png,0,"[253.4,256.3,1258.3,1950.0]","[383.3,271.7,1095.0,548.3]",0.116,1.000,0.116
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p035.png,1,"[253.4,256.3,1258.3,1950.0]","[591.7,566.7,1308.3,753.3]",0.073,0.930,0.073
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p035.png,2,"[253.4,256.3,1258.3,1950.0]","[810.0,756.7,1273.3,900.0]",0.038,0.968,0.038
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p035.png,3,"[250.0,1997.7,2763.8,2828.8]","[1298.3,1996.7,1986.7,2485.0]",0.160,0.998,0.161
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p035.png,4,"[243.1,2880.5,1585.0,3721.7]","[241.7,2878.3,856.7,3343.3]",0.251,0.993,0.252
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p035.png,5,"[1619.0,2887.4,2763.8,3721.9]","[1618.3,2888.3,1985.0,3196.7]",0.118,0.998,0.118
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p035.png,6,"[1619.0,2887.4,2763.8,3721.9]","[2135.0,3373.3,2725.0,3668.3]",0.182,1.000,0.182
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p036.png,0,"[235.0,251.7,2740.0,1383.3]","[1236.7,355.0,1528.3,858.3]",0.052,1.000,0.052
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p036.png,1,"[235.0,251.7,2740.0,1383.3]","[1066.7,941.7,1990.0,1361.7]",0.137,1.000,0.137
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p036.png,2,"[230.0,1426.7,2743.3,1970.0]","[228.3,1435.0,796.7,1888.3]",0.188,0.997,0.188
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p036.png,3,"[230.0,1426.7,2743.3,1970.0]","[2160.0,1426.7,2566.7,1795.0]",0.110,1.000,0.110
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p036.png,4,"[233.3,2015.0,2740.0,2483.3]","[2090.0,2015.0,2745.0,2433.3]",0.231,0.992,0.232
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p036.png,5,"[233.3,2536.7,1651.7,3711.7]","[238.3,2550.0,698.3,3036.7]",0.134,1.000,0.134
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p036.png,6,"[233.3,2536.7,1651.7,3711.7]","[716.7,2536.7,1298.3,2983.3]",0.156,1.000,0.156
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p036.png,7,"[1676.7,2523.3,2743.3,3793.3]","[2056.7,2526.7,2745.0,2915.0]",0.197,0.998,0.197
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p037.png,0,"[270.0,256.7,1086.7,1316.7]","[703.3,251.7,1086.7,598.3]",0.151,0.986,0.151
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p037.png,1,"[1126.7,255.0,2736.7,1315.0]","[1126.7,251.7,1650.0,703.3]",0.137,0.993,0.137
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p037.png,2,"[270.0,1365.0,2736.7,1958.3]","[288.3,1363.3,758.3,1720.0]",0.114,0.995,0.114
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p037.png,3,"[270.0,1365.0,2736.7,1958.3]","[2191.7,1368.3,2690.0,1691.7]",0.110,1.000,0.110
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p037.png,4,"[271.7,2013.3,1093.3,3031.7]","[300.0,2015.0,1023.3,2438.3]",0.366,1.000,0.366
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p037.png,5,"[1146.7,2008.3,1978.3,3030.0]","[1386.7,2010.0,1793.3,2331.7]",0.154,1.000,0.154
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p037.png,6,"[2021.7,2013.3,2741.7,3028.3]","[2363.3,2015.0,2743.3,2293.3]",0.144,0.996,0.144
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p038.png,0,"[1110.0,256.7,2740.0,1555.0]","[1558.3,295.0,1988.3,780.0]",0.099,1.000,0.099
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p038.png,1,"[1748.3,1606.7,2738.3,2488.3]","[2168.3,1605.0,2741.7,2010.0]",0.263,0.990,0.263
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p038.png,2,"[243.3,2535.0,1018.3,3723.3]","[241.7,2535.0,820.0,2901.7]",0.229,0.997,0.230
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p038.png,3,"[243.3,2535.0,1018.3,3723.3]","[366.7,2730.0,773.3,3036.7]",0.135,1.000,0.135
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p038.png,4,"[1056.7,2536.7,1791.7,3716.7]","[1055.0,2538.3,1743.3,2888.3]",0.277,0.998,0.277
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p038.png,5,"[1835.0,2538.3,2740.0,3721.7]","[1831.7,2535.0,2238.3,2868.3]",0.124,0.982,0.124
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p038.png,6,"[1835.0,2538.3,2740.0,3721.7]","[2330.0,2533.3,2608.3,2786.7]",0.064,0.980,0.065
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p039.png,0,"[1498.3,255.0,2765.0,1301.7]","[1841.7,256.7,2210.0,555.0]",0.083,1.000,0.083
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p039.png,1,"[1498.3,255.0,2765.0,1301.7]","[2285.0,256.7,2763.3,765.0]",0.183,1.000,0.183
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p039.png,2,"[246.7,1345.0,738.3,2571.7]","[248.3,1346.7,738.3,1790.0]",0.360,1.000,0.360
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p039.png,3,"[778.3,1345.0,1955.0,2573.3]","[1246.7,1345.0,1850.0,1688.3]",0.143,1.000,0.143
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p039.png,4,"[778.3,1345.0,1955.0,2573.3]","[1390.0,1620.0,1956.7,1970.0]",0.137,0.997,0.137
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p039.png,5,"[1986.7,1350.0,2768.3,2573.3]","[1993.3,1351.7,2435.0,1788.3]",0.202,1.000,0.202
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p039.png,6,"[250.0,2623.3,2765.0,3720.0]","[1320.0,2626.7,1951.7,2871.7]",0.056,1.000,0.056
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p039.png,7,"[250.0,2623.3,2765.0,3720.0]","[1620.0,2808.3,2235.0,3080.0]",0.061,1.000,0.061
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p040.png,0,"[251.7,1895.0,1098.3,2755.0]","[750.0,2383.3,1100.0,2723.3]",0.163,0.995,0.163
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p040.png,1,"[1136.7,1895.0,2736.7,2756.7]","[1501.7,1896.7,2208.3,2190.0]",0.150,1.000,0.150
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p040.png,2,"[251.7,2798.3,2740.0,3718.3]","[1720.0,2801.7,2291.7,3115.0]",0.078,1.000,0.078
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p042.png,0,"[246.0,254.0,1490.0,2064.0]","[818.0,664.0,1478.0,1224.0]",0.164,1.000,0.164
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p042.png,1,"[1538.0,260.0,2738.0,1118.0]","[1542.0,264.0,2024.0,586.0]",0.151,1.000,0.151
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p042.png,2,"[1538.0,260.0,2738.0,1118.0]","[2254.0,486.0,2742.0,814.0]",0.154,0.992,0.154
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p042.png,3,"[1534.0,1164.0,2736.0,2062.0]","[2142.0,1168.0,2706.0,1682.0]",0.269,1.000,0.269
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p042.png,4,"[246.0,2108.0,2738.0,2900.0]","[1850.0,2160.0,2358.0,2362.0]",0.052,1.000,0.052
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p043.png,0,"[260.0,254.0,1106.0,1224.0]","[286.0,254.0,944.0,890.0]",0.510,1.000,0.510
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p043.png,1,"[1156.0,260.0,1968.0,1228.0]","[1156.0,258.0,1966.0,512.0]",0.259,0.992,0.260
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p043.png,2,"[2016.0,260.0,2752.0,1228.0]","[2200.0,258.0,2632.0,610.0]",0.212,0.994,0.212
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p043.png,3,"[262.0,1272.0,1486.0,2096.0]","[916.0,1594.0,1486.0,2044.0]",0.254,1.000,0.254
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p044.png,0,"[240.0,260.0,2750.0,1030.0]","[1744.0,286.0,2232.0,598.0]",0.079,1.000,0.079
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p044.png,1,"[236.0,1078.0,1182.0,2574.0]","[716.0,1078.0,1184.0,1450.0]",0.122,0.996,0.122
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p044.png,2,"[1232.0,1076.0,2750.0,2578.0]","[1220.0,1576.0,1828.0,1938.0]",0.094,0.980,0.095
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p044.png,3,"[1232.0,1076.0,2750.0,2578.0]","[2264.0,1522.0,2664.0,2192.0]",0.118,1.000,0.118
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p044.png,4,"[236.0,2620.0,1376.0,3726.0]","[236.0,2620.0,780.0,2888.0]",0.116,1.000,0.116
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p044.png,5,"[236.0,2620.0,1376.0,3726.0]","[936.0,2626.0,1376.0,3002.0]",0.131,1.000,0.131
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p044.png,6,"[1434.0,2620.0,2752.0,3724.0]","[1542.0,2624.0,2298.0,2932.0]",0.160,1.000,0.160
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p044.png,7,"[1434.0,2620.0,2752.0,3724.0]","[1784.0,3350.0,2290.0,3720.0]",0.129,1.000,0.129
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p047.png,0,"[258.0,258.0,1312.0,1346.0]","[396.0,308.0,894.0,580.0]",0.118,1.000,0.118
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p047.png,1,"[1352.0,262.0,2752.0,1346.0]","[1546.0,264.0,2060.0,734.0]",0.159,1.000,0.159
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p047.png,2,"[1352.0,262.0,2752.0,1346.0]","[2106.0,260.0,2752.0,560.0]",0.127,0.993,0.127
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p047.png,3,"[258.0,1394.0,1450.0,2278.0]","[634.0,1396.0,1234.0,1752.0]",0.203,1.000,0.203
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p047.png,4,"[1496.0,1396.0,2750.0,2278.0]","[2042.0,1392.0,2376.0,1734.0]",0.102,0.988,0.102
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p047.png,5,"[1068.0,2330.0,2750.0,3010.0]","[2086.0,2408.0,2748.0,2766.0]",0.207,1.000,0.207
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p047.png,6,"[1068.0,3056.0,2746.0,3724.0]","[1884.0,3364.0,2748.0,3632.0]",0.206,0.998,0.206
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p048.png,0,"[248.9,1140.0,2733.3,1995.6]","[1620.0,1140.0,2117.8,1402.2]",0.061,1.000,0.061
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p048.png,1,"[251.1,2037.8,1417.8,3717.8]","[293.3,2035.6,897.8,2628.9]",0.182,0.996,0.182
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p048.png,2,"[251.1,2037.8,1417.8,3717.8]","[873.3,2037.8,1182.2,2442.2]",0.064,1.000,0.064
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p050.png,0,"[240.0,253.3,1731.1,1251.1]","[237.8,253.3,717.8,655.6]",0.129,0.995,0.129
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p050.png,1,"[240.0,253.3,1731.1,1251.1]","[760.0,337.8,1033.3,644.4]",0.056,1.000,0.056
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p050.png,2,"[1788.9,246.7,2742.2,1253.3]","[1808.9,244.4,2400.0,626.7]",0.234,0.994,0.234
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p050.png,3,"[244.4,1302.2,2740.0,1895.6]","[1966.7,1304.4,2622.2,1635.6]",0.147,1.000,0.147
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p050.png,4,"[240.0,1951.1,1575.6,2797.8]","[326.7,1951.1,742.2,2200.0]",0.091,1.000,0.091
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p050.png,5,"[240.0,1951.1,1575.6,2797.8]","[824.4,1951.1,1573.3,2377.8]",0.283,1.000,0.283
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p050.png,6,"[1617.8,1955.6,2742.2,2788.9]","[1988.9,1953.3,2431.1,2251.1]",0.139,0.993,0.139
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p050.png,7,"[1617.8,1955.6,2742.2,2788.9]","[2431.1,1957.8,2735.6,2395.6]",0.142,1.000,0.142
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p050.png,8,"[244.4,2851.1,2744.4,3720.0]","[440.0,2855.6,1004.4,3291.1]",0.113,1.000,0.113
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p050.png,9,"[244.4,2851.1,2744.4,3720.0]","[1004.4,2860.0,1433.3,3255.6]",0.078,1.000,0.078
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p050.png,10,"[244.4,2851.1,2744.4,3720.0]","[1662.2,2902.2,2271.1,3300.0]",0.111,1.000,0.111
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p051.png,0,"[260.0,257.8,1037.8,1937.8]","[426.7,295.6,1033.3,571.1]",0.128,1.000,0.128
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p051.png,1,"[1086.7,255.6,1826.7,1935.6]","[1120.0,333.3,1806.7,631.1]",0.164,1.000,0.164
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p051.png,2,"[1877.8,257.8,2748.9,1940.0]","[2148.9,313.3,2746.7,644.4]",0.135,1.000,0.135
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p051.png,3,"[260.0,2002.2,2753.3,3720.0]","[1533.3,2095.6,2117.8,2468.9]",0.051,1.000,0.051
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p051.png,4,"[260.0,2002.2,2753.3,3720.0]","[2084.4,2346.7,2753.3,2651.1]",0.048,1.000,0.048
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p052.png,0,"[1239.7,252.9,2736.2,1739.1]","[1587.9,459.8,2050.0,711.5]",0.052,1.000,0.052
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p052.png,1,"[1239.7,252.9,2736.2,1739.1]","[2274.1,559.8,2715.5,887.4]",0.065,1.000,0.065
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p053.png,0,"[253.4,256.3,2756.9,2273.6]","[1598.3,539.1,2205.2,1521.9]",0.118,1.000,0.118
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p053.png,1,"[256.9,2318.4,2756.9,3718.4]","[450.0,2573.6,1143.1,2990.8]",0.083,1.000,0.083
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p053.png,2,"[256.9,2318.4,2756.9,3718.4]","[1825.9,2390.8,2722.4,2959.8]",0.146,1.000,0.146
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p054.png,0,"[236.2,256.3,1246.6,1280.5]","[235.6,251.1,877.8,651.1]",0.244,0.986,0.245
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p054.png,1,"[236.2,256.3,1246.6,1280.5]","[877.8,255.6,1244.4,640.0]",0.136,0.998,0.136
train,/Users/vincentcruvellier/Documents/GitHub/AnComicsViewer/dataset/images/train/sisters_p054.png,2,"[1281.0,256.3,2743.1,1280.5]","[1313.3,255.6,2011.1,606.7]",0.163,0.998,0.163
